Year,Location,Area,Rainfall,temperature,soil_type,Irrigation,yeilds,Humidity,Crops,price,Season
2004,Kodagu,51355,3360.0,27.2,Alluvial,Drip,131763.0,57.0,Coconut,1729.27,Kharif
2004,Kodagu,160,3605.4,27.1,Alluvial,Drip,404.0,57.0,Coconut,1713.26,Kharif
2004,Kodagu,10912,3605.4,27.1,Alluvial,Drip,24184.0,54.0,Coconut,1688.99,Kharif
2004,Kodagu,51353,3605.4,27.1,Alluvial,Drip,124387.0,54.5,Coconut,1744.29,Kharif
2004,Kodagu,142,3512.4,26.8,Alluvial,Drip,343.0,56.6,Coconut,1662.81,Kharif
2004,Kodagu,10505,3512.4,26.8,Alluvial,Drip,23099.0,55.5,Coconut,1689.14,Kharif
2004,Kodagu,51040,3512.4,26.8,Alluvial,Drip,117825.84,58.5,Coconut,1701.95,Kharif
2004,Kodagu,154,3296.0,37.0,Alluvial,Drip,336.0,59.5,Coconut,1889.16,Kharif
2004,Kodagu,10318,3296.0,37.0,Alluvial,Drip,22594.0,55.0,Coconut,1951.61,Kharif
2004,Kodagu,48083,3296.0,37.0,Alluvial,Drip,116481.07,53.0,Coconut,1840.51,Kharif
2004,Kasaragodu,143,3550.0,38.0,Alluvial,Drip,316.0,53.5,Coconut,1900.2,Kharif
2004,Kasaragodu,9283,3550.0,38.0,Alluvial,Drip,21400.0,52.5,Coconut,1915.04,Kharif
2004,Kasaragodu,47200,3550.0,38.0,Alluvial,Drip,122102.0,56.0,Coconut,1811.44,Kharif
2004,Kasaragodu,158,3654.0,39.0,Alluvial,Drip,382.0,57.0,Coconut,1917.91,Kharif
2004,Kasaragodu,8982,3654.0,39.0,Alluvial,Drip,19578.0,57.5,Coconut,1834.98,Kharif
2004,Kasaragodu,46990,3654.0,39.0,Alluvial,Drip,121037.0,57.0,Coconut,1814.97,Kharif
2004,Kasaragodu,103,233.0,40.0,Alluvial,Drip,231.0,55.0,Coconut,2068.88,Kharif
2004,Kasaragodu,8239,233.0,40.0,Alluvial,Drip,18951.0,56.0,Coconut,2072.2,Kharif
2004,Kasaragodu,44563,233.0,40.0,Alluvial,Drip,110579.0,54.0,Coconut,2041.06,Kharif
2004,Kasaragodu,96,234.0,41.0,Alluvial,Drip,221.0,58.0,Coconut,1941.31,Kharif
2004,Kasaragodu,6949,234.0,41.0,Alluvial,Drip,15362.0,58.0,Coconut,1900.34,Kharif
2004,Kasaragodu,44663,234.0,41.0,Alluvial,Drip,120373.0,59.0,Coconut,2016.48,Kharif
2004,Kasaragodu,110,3105.0,42.0,Red,Drip,291.0,50.0,Coconut,1886.14,Kharif
2004,Kasaragodu,6824,3105.0,42.0,Red,Drip,17231.0,54.0,Coconut,1825.78,Kharif
2004,Kasaragodu,43013,3105.0,42.0,Red,Drip,119359.0,53.0,Coconut,1896.58,Kharif
2004,Raichur,95,236.0,43.0,Red,Drip,283.0,52.0,Coconut,1887.81,Kharif
2004,Raichur,6441,236.0,43.0,Red,Drip,17690.0,51.0,Coconut,2061.05,Kharif
2004,Raichur,4012,2903.1,27.0,Red,Basin,7157.0,57.0,Coconut,1463.82,Kharif
2004,Raichur,4877,2903.1,27.0,Red,Basin,8700.0,57.0,Coconut,1524.38,Kharif
2004,Raichur,4930,2903.1,27.0,Red,Basin,41266.0,60.0,Coconut,1471.76,Rabi
2004,Raichur,4954,2996.6,27.0,Red,Basin,8838.0,57.0,Coconut,1503.01,Rabi
2004,Raichur,5019,2996.6,27.0,Red,Basin,8954.0,57.0,Coconut,1507.01,Rabi
2004,Raichur,5127,2996.6,27.0,Red,Basin,42915.0,54.0,Coconut,1452.73,Rabi
2004,Raichur,5174,3522.8,27.2,Red,Basin,9230.0,54.5,Coconut,1806.0,Rabi
2004,Raichur,5294,3522.8,27.2,Red,Basin,44313.0,56.6,Coconut,1772.46,Rabi
2004,Raichur,5474,3522.8,27.2,Red,Basin,45820.0,55.5,Coconut,1800.81,Rabi
2004,Raichur,5864,3729.8,27.0,Red,Basin,49084.0,58.5,Coconut,1793.11,Rabi
2004,Raichur,7028,3729.8,27.0,Red,Basin,86311.0,59.5,Coconut,1741.89,Rabi
2004,Raichur,7403,3729.8,27.0,Red,Basin,57642.0,55.0,Coconut,1797.77,Rabi
2004,Raichur,7501,2746.2,27.0,Red,Basin,58405.0,53.0,Coconut,1438.27,Rabi
2004,Raichur,7714,2746.2,27.0,Red,Basin,60751.0,53.5,Coconut,1454.4,Rabi
2004,Raichur,7856,2746.2,27.0,Red,Basin,109506.0,52.5,Coconut,1431.78,Rabi
2004,Raichur,32,3360.0,27.2,Red,Basin,114.0,56.0,Coconut,1694.87,Rabi
2004,Raichur,1,3360.0,27.2,Red,Basin,3.0,57.0,Coconut,1705.8,Rabi
2004,Raichur,30,3360.0,27.2,Red,Basin,95.0,57.5,Coconut,1685.56,Rabi
2004,Gulbarga,6,3605.4,27.1,Red,Basin,19.0,57.0,Coconut,1781.71,Rabi
2004,Gulbarga,15,3605.4,27.1,Red,Basin,54.0,55.0,Coconut,1700.29,Rabi
2004,Gulbarga,4,3605.4,27.1,Red,Basin,13.0,56.0,Coconut,1687.21,Rabi
2004,Gulbarga,39,3512.4,26.8,Red,Basin,123.0,54.0,Coconut,1732.37,Rabi
2004,Gulbarga,6,3512.4,26.8,Red,Basin,19.0,58.0,Coconut,1663.06,Rabi
2004,Gulbarga,12,3512.4,26.8,Red,Basin,32.0,58.0,Coconut,1777.13,Rabi
2004,Gulbarga,3,3296.0,37.0,Red,Basin,8.0,59.0,Coconut,1816.77,Rabi
2004,Gulbarga,17,3296.0,37.0,Black,Basin,50.0,50.0,Coconut,1989.89,Rabi
2004,Gulbarga,3,3296.0,37.0,Black,Basin,10.0,54.0,Coconut,1949.16,Rabi
2004,Gulbarga,9,3550.0,38.0,Black,Basin,29.0,53.0,Coconut,1840.33,Rabi
2004,Gulbarga,21,3550.0,38.0,Black,Basin,44.0,52.0,Coconut,1803.67,Rabi
2004,Gulbarga,11,3550.0,38.0,Black,Basin,33.0,51.0,Coconut,1957.36,Rabi
2004,Gulbarga,4,3654.0,39.0,Black,Basin,14.0,57.0,Coconut,1936.75,Rabi
2004,Gulbarga,15,3654.0,39.0,Black,Basin,56.0,57.0,Coconut,1940.95,Rabi
2004,Gulbarga,8,3654.0,39.0,Black,Basin,26.0,60.0,Coconut,1948.97,Rabi
2004,Gulbarga,29,233.0,40.0,Black,Basin,98.0,57.0,Coconut,1895.66,Zaid
2004,Gulbarga,1,233.0,40.0,Black,Basin,3.0,57.0,Coconut,1951.98,Zaid
2004,Gulbarga,13736,233.0,40.0,Black,Basin,58637.0,54.0,Coconut,1903.94,Zaid
2004,Gulbarga,14003,234.0,41.0,Black,Basin,59777.0,54.5,Coconut,2051.89,Zaid
2004,Gulbarga,14179,234.0,41.0,Black,Basin,60528.0,56.6,Coconut,2004.41,Zaid
2004,Gulbarga,14319,234.0,41.0,Black,Basin,61126.0,55.5,Coconut,1946.52,Zaid
2004,Gulbarga,14464,3105.0,42.0,Black,Basin,623687.0,58.5,Coconut,1814.69,Zaid
2004,Gulbarga,14876,3105.0,42.0,Black,Basin,63504.0,59.5,Coconut,1861.63,Zaid
2004,Gulbarga,14976,3105.0,42.0,Black,Basin,63931.0,55.0,Coconut,1864.33,Zaid
2004,Gulbarga,15009,236.0,43.0,Black,Basin,73730.0,53.0,Coconut,2025.46,Zaid
2004,Gulbarga,15114,2903.1,27.0,Black,Spray,118416.0,53.5,Coconut,1520.63,Zaid
2004,Gulbarga,16224,2903.1,27.0,Black,Spray,130132.0,52.5,Coconut,1558.08,Zaid
2004,Gulbarga,17095,2903.1,27.0,Black,Spray,154889.0,56.0,Coconut,1495.83,Zaid
2004,Gulbarga,17512,2996.6,27.0,Black,Spray,171739.0,57.0,Coconut,1442.94,Zaid
2004,Gulbarga,17587,2996.6,27.0,Black,Spray,172475.0,57.5,Coconut,1531.99,Zaid
2004,Gulbarga,17771,2996.6,27.0,Black,Spray,177939.0,57.0,Coconut,1539.12,Zaid
2004,Gulbarga,17825,3522.8,27.2,Black,Spray,313547.0,55.0,Coconut,1735.57,Zaid
2004,Gulbarga,3147,3522.8,27.2,Black,Spray,2783.0,56.0,Coconut,1771.74,Zaid
2004,Gulbarga,2578,3522.8,27.2,Black,Spray,1533.0,54.0,Coconut,1723.93,Zaid
2004,Gulbarga,1591,3729.8,27.0,Black,Spray,1647.0,58.0,Coconut,1728.92,Zaid
2004,Gulbarga,1298,3729.8,27.0,Black,Spray,975.0,58.0,Coconut,1712.5,Zaid
2004,Gulbarga,4,3729.8,27.0,Black,Spray,2.0,59.0,Coconut,1643.13,Zaid
2004,Gulbarga,1122,2746.2,27.0,Black,Spray,836.0,50.0,Coconut,1441.18,Zaid
2004,Gulbarga,917,2746.2,27.0,Loam,Spray,806.0,54.0,Coconut,1429.71,Zaid
2004,Gulbarga,819,2746.2,27.0,Loam,Spray,880.0,53.0,Coconut,1520.46,Zaid
2004,Gulbarga,619,3360.0,27.2,Loam,Spray,770.0,52.0,Coconut,1692.98,Zaid
2004,Gulbarga,391,3360.0,27.2,Loam,Spray,395.0,51.0,Coconut,1726.48,Zaid
2004,Gulbarga,211,3360.0,27.2,Loam,Spray,187.0,57.0,Coconut,1795.31,Zaid
2004,Gulbarga,153,3605.4,27.1,Loam,Spray,187.0,57.0,Coconut,1681.75,Zaid
2004,Gulbarga,111,3605.4,27.1,Loam,Spray,121.0,60.0,Coconut,1709.54,Zaid
2004,Gulbarga,76,3605.4,27.1,Loam,Spray,103.0,57.0,Coconut,1769.08,Zaid
2004,Gulbarga,53,3512.4,26.8,Loam,Spray,71.0,57.0,Coconut,1678.22,Zaid
2004,Gulbarga,2688,3512.4,26.8,Loam,Spray,3961.0,54.0,Coconut,1652.03,Zaid
2004,Gulbarga,2311,3512.4,26.8,Loam,Spray,4247.0,54.5,Coconut,1688.73,Zaid
2004,Gulbarga,2188,3296.0,37.0,Loam,Spray,3290.0,56.6,Coconut,1833.22,Zaid
2004,Gulbarga,1998,3296.0,37.0,Loam,Spray,3138.0,55.5,Coconut,1979.04,Zaid
2004,Gulbarga,2006,3296.0,37.0,Loam,Spray,3423.0,58.5,Coconut,1955.97,Zaid
2004,Gulbarga,2034,3550.0,38.0,Loam,Spray,3899.0,59.5,Coconut,1922.81,Zaid
2004,Gulbarga,2035,3550.0,38.0,Loam,Spray,4015.0,55.0,Coconut,1967.98,Zaid
2004,Gulbarga,2074,3550.0,38.0,Loam,Spray,4279.0,53.0,Coconut,1955.12,Zaid
2004,Gulbarga,2127,3654.0,39.0,Loam,Spray,4167.0,53.5,Coconut,1838.03,Zaid
2004,Gulbarga,2090,3654.0,39.0,Loam,Spray,4479.0,52.5,Coconut,1971.99,Zaid
2004,Gulbarga,2059,3654.0,39.0,Loam,Spray,3699.0,56.0,Coconut,1904.97,Zaid
2004,Gulbarga,2050,233.0,40.0,Loam,Spray,4904.0,57.0,Coconut,2040.87,Zaid
2004,Gulbarga,1865,233.0,40.0,Loam,Spray,2821.0,57.5,Coconut,2058.43,Zaid
2004,Gulbarga,1841,233.0,40.0,Loam,Spray,3472.0,57.0,Coconut,1943.96,Zaid
2004,Gulbarga,1799,234.0,41.0,Loam,Spray,3647.0,55.0,Coconut,1902.79,Zaid
2004,Gulbarga,1468,234.0,41.0,Loam,Spray,393.0,56.0,Coconut,1926.13,Zaid
2004,Gulbarga,568,234.0,41.0,Red,Spray,167.0,54.0,Coconut,1965.57,Zaid
2004,Gulbarga,407,3105.0,42.0,Red,Spray,71.0,58.0,Coconut,1957.84,Zaid
2004,Gulbarga,177,3105.0,42.0,Red,Spray,52.0,58.0,Coconut,1965.95,Zaid
2004,Gulbarga,51,3105.0,42.0,Red,Spray,12.0,59.0,Coconut,1803.94,Zaid
2004,Gulbarga,173,236.0,43.0,Red,Spray,51.0,50.0,Coconut,1982.13,Zaid
2004,Gulbarga,201,236.0,43.0,Red,Spray,61.0,54.0,Coconut,1963.65,Zaid
2013,Gulbarga,206,321.0,128.0,Red,Drip,67.0,53.0,Cocoa,13008.83,Zaid
2014,Gulbarga,243,3654.0,129.0,Red,Drip,62.0,52.0,Cocoa,13075.83,Zaid
2015,Gulbarga,123,323.0,130.0,Red,Drip,32.0,51.0,Cocoa,14790.39,Zaid
2016,Gulbarga,82,324.0,131.0,Red,Drip,22.0,57.0,Cocoa,16642.44,Zaid
2017,Gulbarga,74,3105.0,132.0,Red,Drip,25.0,57.0,Cocoa,15902.71,Zaid
2018,Gulbarga,18,326.0,133.0,Red,Drip,4.0,60.0,Cocoa,17940.01,Zaid
2004,Gulbarga,37,327.0,134.0,Red,Drip,9.0,57.0,Coffee,7407.39,Zaid
2005,Gulbarga,35,328.0,135.0,Red,Drip,12.0,57.0,Coffee,7590.65,Zaid
2006,Gulbarga,5974,2903.1,136.0,Red,Drip,2089.0,54.0,Coffee,7118.49,Zaid
2007,Gulbarga,6631,2903.1,137.0,Red,Drip,2810.0,54.5,Coffee,7538.87,Zaid
2008,Gulbarga,6705,2903.1,138.0,Red,Drip,841.0,56.6,Coffee,7448.4,Zaid
2009,Gulbarga,5876,2996.6,139.0,Red,Drip,3550.0,55.5,Coffee,8094.04,Zaid
2010,Gulbarga,326,2996.6,140.0,Red,Drip,109.0,58.5,Coffee,8411.15,Zaid
2011,Gulbarga,6470,2996.6,141.0,Red,Drip,3368.0,59.5,Coffee,8901.23,Zaid
2012,Gulbarga,6709,3522.8,142.0,Red,Drip,3671.0,55.0,Coffee,10575.64,Zaid
2013,Gulbarga,6186,3522.8,143.0,Red,Drip,2404.0,53.0,Coffee,11883.34,Zaid
2014,Gulbarga,6503,3522.8,144.0,Red,Drip,2805.0,53.5,Coffee,12463.16,Zaid
2015,Gulbarga,5220,3729.8,145.0,Red,Drip,2331.0,52.5,Coffee,12615.03,Zaid
2016,Gulbarga,4677,3729.8,146.0,Red,Drip,2088.0,56.0,Coffee,13689.97,Zaid
2017,Gulbarga,4803,3729.8,147.0,Black,Drip,2628.0,57.0,Coffee,15445.71,Zaid
2018,Gulbarga,3739,2746.2,148.0,Black,Drip,1939.0,57.5,Coffee,13322.23,Zaid
2004,Gulbarga,3529,2746.2,149.0,Black,Drip,1871.0,57.0,Cardamum,37132.85,Zaid
2005,Gulbarga,3649,2746.2,150.0,Black,Drip,1868.0,55.0,Cardamum,40766.96,Zaid
2006,Gulbarga,1374,3360.0,151.0,Black,Drip,127919.0,56.0,Cardamum,52163.37,Zaid
2007,Gulbarga,933,3360.0,152.0,Black,Drip,75340.0,54.0,Cardamum,51372.03,Zaid
2008,Gulbarga,345,3360.0,153.0,Black,Drip,29170.0,58.0,Cardamum,56858.34,Zaid
2009,Gulbarga,29,3605.4,154.0,Black,Drip,1901.0,58.0,Cardamum,60800.03,Zaid
2010,Gulbarga,11,3605.4,155.0,Black,Drip,972.0,59.0,Cardamum,61157.17,Kharif
2011,Gulbarga,10,3605.4,156.0,Black,Drip,874.0,50.0,Cardamum,68092.54,Kharif
2012,Gulbarga,7,3512.4,157.0,Black,Drip,592.0,54.0,Cardamum,69634.6,Kharif
2013,Gulbarga,10,3512.4,158.0,Black,Drip,864.0,53.0,Cardamum,75791.35,Kharif
2014,Gulbarga,56,3512.4,159.0,Black,Drip,5373.0,52.0,Cardamum,80348.54,Kharif
2015,Gulbarga,68,3296.0,160.0,Black,Drip,6589.0,51.0,Cardamum,84347.84,Kharif
2016,Gulbarga,56,3296.0,161.0,Black,Drip,5107.0,57.0,Cardamum,85439.89,Kharif
2017,Gulbarga,66,3296.0,162.0,Black,Drip,5518.0,57.0,Cardamum,97601.84,Kharif
2018,Gulbarga,55,3550.0,163.0,Black,Drip,4912.0,60.0,Cardamum,98307.5,Kharif
2004,Madikeri,42,3550.0,164.0,Black,Drip,3830.0,57.0,Pepper,30633.61,Kharif
2005,Madikeri,51179,3550.0,165.0,Black,Drip,4.0,57.0,Pepper,31983.06,Kharif
2006,Madikeri,468,3654.0,166.0,Black,Drip,9.0,54.0,Pepper,35856.83,Kharif
2007,Madikeri,11841,3654.0,167.0,Black,Drip,12.0,54.5,Pepper,38334.69,Kharif
2008,Madikeri,50975,3654.0,168.0,Black,Drip,2089.0,56.6,Pepper,37995.77,Kharif
2009,Madikeri,206,233.0,169.0,Black,Drip,2810.0,55.5,Pepper,44214.85,Kharif
2010,Madikeri,10922,233.0,170.0,Black,Drip,841.0,58.5,Pepper,45530.83,Kharif
2011,Madikeri,51390,233.0,171.0,Black,Drip,3550.0,59.5,Pepper,50340.14,Kharif
2012,Madikeri,177,234.0,172.0,Alluvial,Basin,109.0,55.0,Pepper,50884.25,Kharif
2013,Madikeri,10723,234.0,173.0,Alluvial,Basin,3368.0,53.0,Pepper,56817.34,Kharif
2014,Madikeri,51709,234.0,174.0,Alluvial,Basin,3671.0,53.5,Pepper,58428.6,Kharif
2015,Madikeri,146,3105.0,175.0,Alluvial,Basin,2404.0,52.5,Pepper,62655.54,Kharif
2016,Madikeri,10910,3105.0,176.0,Alluvial,Basin,2805.0,56.0,Pepper,61329.05,Kharif
2017,Madikeri,51355,3105.0,177.0,Alluvial,Basin,2331.0,57.0,Pepper,66381.79,Kharif
2018,Madikeri,160,236.0,178.0,Alluvial,Basin,2088.0,57.5,Pepper,71725.96,Kharif
2004,Madikeri,10912,236.0,179.0,Alluvial,Basin,2628.0,57.0,Arecanut,16512.71,Kharif
2005,Madikeri,51353,2903.1,180.0,Alluvial,Basin,1939.0,55.0,Arecanut,14519.97,Kharif
2006,Madikeri,142,2903.1,181.0,Alluvial,Basin,1871.0,56.0,Arecanut,14472.51,Kharif
2007,Madikeri,10505,2903.1,182.0,Alluvial,Basin,1868.0,54.0,Arecanut,15972.93,Kharif
2008,Madikeri,51040,2996.6,183.0,Alluvial,Basin,127919.0,58.0,Arecanut,17193.34,Kharif
2009,Madikeri,154,2996.6,184.0,Alluvial,Basin,75340.0,58.0,Arecanut,17762.09,Kharif
2010,Madikeri,10318,2996.6,185.0,Alluvial,Basin,29170.0,59.0,Arecanut,18779.97,Kharif
2011,Madikeri,48083,3522.8,186.0,Alluvial,Basin,1901.0,50.0,Arecanut,22235.88,Kharif
2012,Madikeri,143,3522.8,187.0,Alluvial,Basin,972.0,54.0,Arecanut,23210.14,Kharif
2013,Madikeri,9283,3522.8,188.0,Alluvial,Basin,874.0,53.0,Arecanut,26665.0,Kharif
2014,Madikeri,47200,2903.1,189.0,Alluvial,Basin,592.0,52.0,Arecanut,24585.75,Kharif
2015,Madikeri,158,2903.1,190.0,Alluvial,Basin,864.0,51.0,Arecanut,25391.06,Kharif
2016,Madikeri,8982,2903.1,191.0,Alluvial,Basin,5373.0,57.0,Arecanut,26133.44,Kharif
2017,Hassan,46990,2996.6,192.0,Alluvial,Basin,6589.0,57.0,Arecanut,27730.11,Kharif
2018,Hassan,103,2996.6,193.0,Alluvial,Basin,5107.0,60.0,Arecanut,30518.27,Kharif
2004,Hassan,8239,2996.6,194.0,Alluvial,Basin,5518.0,57.0,Ginger,3431.05,Kharif
2005,Hassan,44563,3522.8,195.0,Alluvial,Basin,4912.0,57.0,Ginger,4178.41,Kharif
2006,Hassan,96,3522.8,196.0,Alluvial,Basin,3830.0,54.0,Ginger,4383.4,Kharif
2007,Hassan,6949,3522.8,197.0,Sandy loam ,Basin,4.0,54.5,Ginger,4584.1,Kharif
2008,Hassan,44663,3729.8,198.0,Sandy loam ,Basin,9.0,56.6,Ginger,4591.86,Kharif
2009,Hassan,110,3729.8,199.0,Sandy loam ,Basin,12.0,55.5,Ginger,4906.72,Kharif
2010,Hassan,6824,3729.8,200.0,Sandy loam ,Basin,2089.0,58.5,Ginger,5597.83,Kharif
2011,Hassan,43013,2746.2,201.0,Sandy loam ,Basin,2810.0,59.5,Ginger,5014.79,Kharif
2012,Hassan,95,2746.2,202.0,Sandy loam ,Basin,841.0,55.0,Ginger,5001.55,Kharif
2013,Hassan,6441,2746.2,203.0,Sandy loam ,Basin,3550.0,53.0,Ginger,5353.09,Kharif
2014,Hassan,4012,3360.0,204.0,Sandy loam ,Basin,109.0,53.5,Ginger,6907.39,Kharif
2015,Hassan,4877,3360.0,205.0,Sandy loam ,Basin,3368.0,52.5,Ginger,6847.49,Kharif
2016,Hassan,4930,3360.0,206.0,Sandy loam ,Basin,3671.0,56.0,Ginger,7377.27,Kharif
2017,Hassan,4954,3605.4,207.0,Sandy loam ,Basin,2404.0,57.0,Ginger,8133.91,Kharif
2018,Hassan,5019,3605.4,208.0,Sandy loam ,Basin,2805.0,57.5,Ginger,8744.78,Kharif
2004,Hassan,5127,3605.4,209.0,Sandy loam ,Basin,2331.0,57.0,Tea,10273.78,Kharif
2005,Hassan,5174,3512.4,210.0,Sandy loam ,Basin,2088.0,55.0,Tea,10431.42,Kharif
2006,Hassan,5294,3512.4,211.0,Sandy loam ,Basin,2628.0,56.0,Tea,11612.1,Kharif
2007,Hassan,5474,3512.4,212.0,Sandy loam ,Basin,1939.0,54.0,Tea,11736.39,Kharif
2008,Hassan,5864,3296.0,213.0,Sandy loam ,Basin,1871.0,58.0,Tea,12553.19,Kharif
2009,Hassan,7028,3296.0,214.0,Sandy loam ,Basin,1868.0,58.0,Tea,13876.66,Kharif
2010,Hassan,7403,3296.0,215.0,Sandy loam ,Spray,127919.0,59.0,Tea,14570.22,Kharif
2011,Hassan,7501,3550.0,216.0,Sandy loam ,Spray,75340.0,50.0,Tea,15748.14,Kharif
2012,Hassan,7714,3550.0,217.0,Sandy loam ,Spray,29170.0,54.0,Tea,16383.97,Kharif
2013,Hassan,7856,3550.0,218.0,Sandy loam ,Spray,1901.0,53.0,Tea,17214.32,Kharif
2014,Hassan,32,3654.0,219.0,Sandy loam ,Spray,972.0,52.0,Tea,17386.98,Kharif
2015,Hassan,1,3654.0,220.0,Sandy loam ,Spray,874.0,51.0,Tea,18956.65,Kharif
2016,Hassan,30,3654.0,221.0,Sandy loam ,Spray,592.0,57.0,Tea,19885.3,Kharif
2017,Hassan,6,233.0,222.0,Red laterite,Spray,864.0,57.0,Tea,21947.09,Kharif
2018,Hassan,15,233.0,27.0,Red laterite,Spray,5373.0,60.0,Tea,22731.33,Kharif
2004,Hassan,4,233.0,27.0,Red laterite,Spray,6589.0,57.0,Paddy,949.74,Kharif
2005,Hassan,39,234.0,27.0,Red laterite,Spray,5107.0,57.0,Paddy,1057.49,Kharif
2006,Hassan,6,234.0,27.0,Red laterite,Spray,5518.0,54.0,Paddy,1092.8,Kharif
2007,Hassan,12,234.0,27.0,Red laterite,Spray,4912.0,54.5,Paddy,1177.08,Kharif
2008,Hassan,3,3105.0,27.2,Red laterite,Spray,3830.0,56.6,Paddy,1161.79,Kharif
2009,Hassan,17,3105.0,27.2,Red laterite,Spray,313547.0,55.5,Paddy,1240.64,Kharif
2010,Hassan,3,3105.0,27.2,Red laterite,Spray,2783.0,58.5,Paddy,1304.06,Kharif
2011,Hassan,9,236.0,27.0,Red laterite,Spray,1533.0,59.5,Paddy,1399.49,Kharif
2012,Hassan,21,236.0,27.0,Red laterite,Spray,1647.0,55.0,Paddy,1564.13,Kharif
2013,Hassan,11,2903.1,27.0,Red laterite,Spray,975.0,53.0,Paddy,1321.95,Kharif
2014,Hassan,4,2903.1,27.0,Red laterite,Spray,2.0,53.5,Paddy,1364.53,Kharif
2015,Hassan,15,2903.1,27.0,Red laterite,Spray,836.0,52.5,Paddy,1540.73,Kharif
2016,Hassan,8,2996.6,27.0,Red laterite,Spray,806.0,56.0,Paddy,1557.78,Kharif
2017,Hassan,29,2996.6,27.2,Red laterite,Spray,880.0,57.0,Paddy,1781.5,Kharif
2018,Hassan,1,2996.6,27.2,Red laterite,Spray,770.0,57.5,Paddy,1890.83,Kharif
2004,Hassan,13736,3522.8,27.2,Red laterite,Spray,395.0,57.0,Groundnut,2395.42,Kharif
2005,Hassan,14003,3522.8,27.1,Red laterite,Spray,187.0,55.0,Groundnut,2406.34,Kharif
2006,Hassan,14179,3522.8,27.1,Red laterite,Spray,187.0,56.0,Groundnut,2459.06,Kharif
2007,Hassan,14319,2903.1,27.1,Red laterite,Spray,121.0,54.0,Groundnut,2484.06,Kharif
2008,Hassan,14464,2903.1,26.8,Red laterite,Spray,103.0,58.0,Groundnut,2506.82,Kharif
2009,Hassan,14876,2903.1,26.8,Red laterite,Spray,71.0,58.0,Groundnut,2801.35,Kharif
2010,Hassan,14976,2996.6,26.8,Red laterite,Spray,3961.0,59.0,Groundnut,2968.57,Kharif
2011,Hassan,15009,2996.6,37.0,Red laterite,Spray,4247.0,50.0,Groundnut,3424.76,Kharif
2012,Hassan,15114,2996.6,37.0,Black cotton,Spray,3290.0,54.0,Groundnut,3434.39,Kharif
2013,Hassan,16224,3522.8,37.0,Black cotton,Spray,3138.0,53.0,Groundnut,4225.27,Kharif
2014,Hassan,17095,3522.8,38.0,Black cotton,Spray,3423.0,52.0,Groundnut,4689.94,Kharif
2015,Hassan,17512,3522.8,38.0,Black cotton,Spray,3899.0,51.0,Groundnut,4714.77,Kharif
2016,Hassan,17587,3729.8,38.0,Black cotton,Spray,4015.0,57.0,Groundnut,4922.6,Kharif
2017,Hassan,17771,3729.8,39.0,Black cotton,Spray,4279.0,57.0,Groundnut,5426.96,Kharif
2018,Hassan,17825,3729.8,39.0,Black cotton,Spray,4167.0,60.0,Groundnut,5969.57,Kharif
2004,Hassan,3147,2746.2,39.0,Black cotton,Spray,4479.0,57.0,Blackgram,2803.91,Kharif
2005,Hassan,2578,2746.2,40.0,Black cotton,Spray,3699.0,57.0,Blackgram,2935.42,Kharif
2006,Hassan,1591,2746.2,40.0,Black cotton,Spray,4904.0,54.0,Blackgram,2965.43,Kharif
2007,Hassan,1298,3360.0,40.0,Black cotton,Spray,2821.0,54.5,Blackgram,3809.91,Kharif
